W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,T8
-1.74,-2.98,1.94,0.99,0.44,-0.36,-4.77,-2.75,0.27,0.61,-0.16,-5.32,1.26,3.82,-1.09,-4.11,0.27,-6.62,6.4,2.06,0
-1.61,-1.74,-2.98,1.94,0.99,0.44,-0.36,-4.77,-2.75,0.27,0.61,-0.16,-5.32,1.26,3.82,-1.09,-4.11,0.27,-6.62,6.4,0
-1.12,-1.61,-1.74,-2.98,1.94,0.99,0.44,-0.36,-4.77,-2.75,0.27,0.61,-0.16,-5.32,1.26,3.82,-1.09,-4.11,0.27,-6.62,0
-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0.99,0.44,-0.36,-4.77,-2.75,0.27,0.61,-0.16,-5.32,1.26,3.82,-1.09,-4.11,0.27,0
-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0.99,0.44,-0.36,-4.77,-2.75,0.27,0.61,-0.16,-5.32,1.26,3.82,-1.09,-4.11,0
3.47,-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0.99,0.44,-0.36,-4.77,-2.75,0.27,0.61,-0.16,-5.32,1.26,3.82,-1.09,1
-5.57,3.47,-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0.99,0.44,-0.36,-4.77,-2.75,0.27,0.61,-0.16,-5.32,1.26,3.82,1
-1.37,-5.57,3.47,-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0.99,0.44,-0.36,-4.77,-2.75,0.27,0.61,-0.16,-5.32,1.26,1
-3.34,-1.37,-5.57,3.47,-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0.99,0.44,-0.36,-4.77,-2.75,0.27,0.61,-0.16,-5.32,1
-1.47,-3.34,-1.37,-5.57,3.47,-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0.99,0.44,-0.36,-4.77,-2.75,0.27,0.61,-0.16,1
0.82,-1.47,-3.34,-1.37,-5.57,3.47,-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0.99,0.44,-0.36,-4.77,-2.75,0.27,0.61,1
-0.08,0.82,-1.47,-3.34,-1.37,-5.57,3.47,-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0.99,0.44,-0.36,-4.77,-2.75,0.27,1
3.08,-0.08,0.82,-1.47,-3.34,-1.37,-5.57,3.47,-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0.99,0.44,-0.36,-4.77,-2.75,1
-0.82,3.08,-0.08,0.82,-1.47,-3.34,-1.37,-5.57,3.47,-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0.99,0.44,-0.36,-4.77,1
-0.69,-0.82,3.08,-0.08,0.82,-1.47,-3.34,-1.37,-5.57,3.47,-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0.99,0.44,-0.36,1
4.79,-0.69,-0.82,3.08,-0.08,0.82,-1.47,-3.34,-1.37,-5.57,3.47,-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0.99,0.44,1
0.46,4.79,-0.69,-0.82,3.08,-0.08,0.82,-1.47,-3.34,-1.37,-5.57,3.47,-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0.99,0
1.34,0.46,4.79,-0.69,-0.82,3.08,-0.08,0.82,-1.47,-3.34,-1.37,-5.57,3.47,-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1.94,0
5.3,1.34,0.46,4.79,-0.69,-0.82,3.08,-0.08,0.82,-1.47,-3.34,-1.37,-5.57,3.47,-0.04,-3.32,-1.12,-1.61,-1.74,-2.98,1
-2.34,5.3,1.34,0.46,4.79,-0.69,-0.82,3.08,-0.08,0.82,-1.47,-3.34,-1.37,-5.57,3.47,-0.04,-3.32,-1.12,-1.61,-1.74,0
-0.63,-2.34,5.3,1.34,0.46,4.79,-0.69,-0.82,3.08,-0.08,0.82,-1.47,-3.34,-1.37,-5.57,3.47,-0.04,-3.32,-1.12,-1.61,0
-0.46,-0.63,-2.34,5.3,1.34,0.46,4.79,-0.69,-0.82,3.08,-0.08,0.82,-1.47,-3.34,-1.37,-5.57,3.47,-0.04,-3.32,-1.12,0
0.89,-0.46,-0.63,-2.34,5.3,1.34,0.46,4.79,-0.69,-0.82,3.08,-0.08,0.82,-1.47,-3.34,-1.37,-5.57,3.47,-0.04,-3.32,0
-1.54,0.89,-0.46,-0.63,-2.34,5.3,1.34,0.46,4.79,-0.69,-0.82,3.08,-0.08,0.82,-1.47,-3.34,-1.37,-5.57,3.47,-0.04,0
0.15,-1.54,0.89,-0.46,-0.63,-2.34,5.3,1.34,0.46,4.79,-0.69,-0.82,3.08,-0.08,0.82,-1.47,-3.34,-1.37,-5.57,3.47,1
1.26,0.15,-1.54,0.89,-0.46,-0.63,-2.34,5.3,1.34,0.46,4.79,-0.69,-0.82,3.08,-0.08,0.82,-1.47,-3.34,-1.37,-5.57,1
2.51,1.26,0.15,-1.54,0.89,-0.46,-0.63,-2.34,5.3,1.34,0.46,4.79,-0.69,-0.82,3.08,-0.08,0.82,-1.47,-3.34,-1.37,1
-4.52,2.51,1.26,0.15,-1.54,0.89,-0.46,-0.63,-2.34,5.3,1.34,0.46,4.79,-0.69,-0.82,3.08,-0.08,0.82,-1.47,-3.34,1
1.75,-4.52,2.51,1.26,0.15,-1.54,0.89,-0.46,-0.63,-2.34,5.3,1.34,0.46,4.79,-0.69,-0.82,3.08,-0.08,0.82,-1.47,1
-1.89,1.75,-4.52,2.51,1.26,0.15,-1.54,0.89,-0.46,-0.63,-2.34,5.3,1.34,0.46,4.79,-0.69,-0.82,3.08,-0.08,0.82,1
-1.44,-1.89,1.75,-4.52,2.51,1.26,0.15,-1.54,0.89,-0.46,-0.63,-2.34,5.3,1.34,0.46,4.79,-0.69,-0.82,3.08,-0.08,1
-5.06,-1.44,-1.89,1.75,-4.52,2.51,1.26,0.15,-1.54,0.89,-0.46,-0.63,-2.34,5.3,1.34,0.46,4.79,-0.69,-0.82,3.08,1
0.23,-5.06,-1.44,-1.89,1.75,-4.52,2.51,1.26,0.15,-1.54,0.89,-0.46,-0.63,-2.34,5.3,1.34,0.46,4.79,-0.69,-0.82,0
6.04,0.23,-5.06,-1.44,-1.89,1.75,-4.52,2.51,1.26,0.15,-1.54,0.89,-0.46,-0.63,-2.34,5.3,1.34,0.46,4.79,-0.69,0
6.95,6.04,0.23,-5.06,-1.44,-1.89,1.75,-4.52,2.51,1.26,0.15,-1.54,0.89,-0.46,-0.63,-2.34,5.3,1.34,0.46,4.79,0
2.59,6.95,6.04,0.23,-5.06,-1.44,-1.89,1.75,-4.52,2.51,1.26,0.15,-1.54,0.89,-0.46,-0.63,-2.34,5.3,1.34,0.46,0
-4.88,2.59,6.95,6.04,0.23,-5.06,-1.44,-1.89,1.75,-4.52,2.51,1.26,0.15,-1.54,0.89,-0.46,-0.63,-2.34,5.3,1.34,0
1.67,-4.88,2.59,6.95,6.04,0.23,-5.06,-1.44,-1.89,1.75,-4.52,2.51,1.26,0.15,-1.54,0.89,-0.46,-0.63,-2.34,5.3,0
0.49,1.67,-4.88,2.59,6.95,6.04,0.23,-5.06,-1.44,-1.89,1.75,-4.52,2.51,1.26,0.15,-1.54,0.89,-0.46,-0.63,-2.34,0
3.26,0.49,1.67,-4.88,2.59,6.95,6.04,0.23,-5.06,-1.44,-1.89,1.75,-4.52,2.51,1.26,0.15,-1.54,0.89,-0.46,-0.63,0
-4.18,3.26,0.49,1.67,-4.88,2.59,6.95,6.04,0.23,-5.06,-1.44,-1.89,1.75,-4.52,2.51,1.26,0.15,-1.54,0.89,-0.46,0
-2.01,-4.18,3.26,0.49,1.67,-4.88,2.59,6.95,6.04,0.23,-5.06,-1.44,-1.89,1.75,-4.52,2.51,1.26,0.15,-1.54,0.89,0
-0.13,-2.01,-4.18,3.26,0.49,1.67,-4.88,2.59,6.95,6.04,0.23,-5.06,-1.44,-1.89,1.75,-4.52,2.51,1.26,0.15,-1.54,0
0.15,-0.13,-2.01,-4.18,3.26,0.49,1.67,-4.88,2.59,6.95,6.04,0.23,-5.06,-1.44,-1.89,1.75,-4.52,2.51,1.26,0.15,0
-4.86,0.15,-0.13,-2.01,-4.18,3.26,0.49,1.67,-4.88,2.59,6.95,6.04,0.23,-5.06,-1.44,-1.89,1.75,-4.52,2.51,1.26,0
0.18,-4.86,0.15,-0.13,-2.01,-4.18,3.26,0.49,1.67,-4.88,2.59,6.95,6.04,0.23,-5.06,-1.44,-1.89,1.75,-4.52,2.51,0
-1.05,0.18,-4.86,0.15,-0.13,-2.01,-4.18,3.26,0.49,1.67,-4.88,2.59,6.95,6.04,0.23,-5.06,-1.44,-1.89,1.75,-4.52,0
0.02,-1.05,0.18,-4.86,0.15,-0.13,-2.01,-4.18,3.26,0.49,1.67,-4.88,2.59,6.95,6.04,0.23,-5.06,-1.44,-1.89,1.75,0
-2.74,0.02,-1.05,0.18,-4.86,0.15,-0.13,-2.01,-4.18,3.26,0.49,1.67,-4.88,2.59,6.95,6.04,0.23,-5.06,-1.44,-1.89,0
-4.52,-2.74,0.02,-1.05,0.18,-4.86,0.15,-0.13,-2.01,-4.18,3.26,0.49,1.67,-4.88,2.59,6.95,6.04,0.23,-5.06,-1.44,0
0.65,-4.52,-2.74,0.02,-1.05,0.18,-4.86,0.15,-0.13,-2.01,-4.18,3.26,0.49,1.67,-4.88,2.59,6.95,6.04,0.23,-5.06,1
-3.7,0.65,-4.52,-2.74,0.02,-1.05,0.18,-4.86,0.15,-0.13,-2.01,-4.18,3.26,0.49,1.67,-4.88,2.59,6.95,6.04,0.23,1
-0.8,-3.7,0.65,-4.52,-2.74,0.02,-1.05,0.18,-4.86,0.15,-0.13,-2.01,-4.18,3.26,0.49,1.67,-4.88,2.59,6.95,6.04,0
2.63,-0.8,-3.7,0.65,-4.52,-2.74,0.02,-1.05,0.18,-4.86,0.15,-0.13,-2.01,-4.18,3.26,0.49,1.67,-4.88,2.59,6.95,0
-3.55,2.63,-0.8,-3.7,0.65,-4.52,-2.74,0.02,-1.05,0.18,-4.86,0.15,-0.13,-2.01,-4.18,3.26,0.49,1.67,-4.88,2.59,0
-0.36,-3.55,2.63,-0.8,-3.7,0.65,-4.52,-2.74,0.02,-1.05,0.18,-4.86,0.15,-0.13,-2.01,-4.18,3.26,0.49,1.67,-4.88,0
1.52,-0.36,-3.55,2.63,-0.8,-3.7,0.65,-4.52,-2.74,0.02,-1.05,0.18,-4.86,0.15,-0.13,-2.01,-4.18,3.26,0.49,1.67,0
-4.67,1.52,-0.36,-3.55,2.63,-0.8,-3.7,0.65,-4.52,-2.74,0.02,-1.05,0.18,-4.86,0.15,-0.13,-2.01,-4.18,3.26,0.49,0
1.81,-4.67,1.52,-0.36,-3.55,2.63,-0.8,-3.7,0.65,-4.52,-2.74,0.02,-1.05,0.18,-4.86,0.15,-0.13,-2.01,-4.18,3.26,0
2.59,1.81,-4.67,1.52,-0.36,-3.55,2.63,-0.8,-3.7,0.65,-4.52,-2.74,0.02,-1.05,0.18,-4.86,0.15,-0.13,-2.01,-4.18,0
1.06,2.59,1.81,-4.67,1.52,-0.36,-3.55,2.63,-0.8,-3.7,0.65,-4.52,-2.74,0.02,-1.05,0.18,-4.86,0.15,-0.13,-2.01,0
2.9,1.06,2.59,1.81,-4.67,1.52,-0.36,-3.55,2.63,-0.8,-3.7,0.65,-4.52,-2.74,0.02,-1.05,0.18,-4.86,0.15,-0.13,1
-7.69,2.9,1.06,2.59,1.81,-4.67,1.52,-0.36,-3.55,2.63,-0.8,-3.7,0.65,-4.52,-2.74,0.02,-1.05,0.18,-4.86,0.15,1
-0.92,-7.69,2.9,1.06,2.59,1.81,-4.67,1.52,-0.36,-3.55,2.63,-0.8,-3.7,0.65,-4.52,-2.74,0.02,-1.05,0.18,-4.86,1
-5.52,-0.92,-7.69,2.9,1.06,2.59,1.81,-4.67,1.52,-0.36,-3.55,2.63,-0.8,-3.7,0.65,-4.52,-2.74,0.02,-1.05,0.18,1
0.91,-5.52,-0.92,-7.69,2.9,1.06,2.59,1.81,-4.67,1.52,-0.36,-3.55,2.63,-0.8,-3.7,0.65,-4.52,-2.74,0.02,-1.05,0
0.91,0.91,-5.52,-0.92,-7.69,2.9,1.06,2.59,1.81,-4.67,1.52,-0.36,-3.55,2.63,-0.8,-3.7,0.65,-4.52,-2.74,0.02,0
2.43,0.91,0.91,-5.52,-0.92,-7.69,2.9,1.06,2.59,1.81,-4.67,1.52,-0.36,-3.55,2.63,-0.8,-3.7,0.65,-4.52,-2.74,0
-0.83,2.43,0.91,0.91,-5.52,-0.92,-7.69,2.9,1.06,2.59,1.81,-4.67,1.52,-0.36,-3.55,2.63,-0.8,-3.7,0.65,-4.52,0
0.13,-0.83,2.43,0.91,0.91,-5.52,-0.92,-7.69,2.9,1.06,2.59,1.81,-4.67,1.52,-0.36,-3.55,2.63,-0.8,-3.7,0.65,0
2.56,0.13,-0.83,2.43,0.91,0.91,-5.52,-0.92,-7.69,2.9,1.06,2.59,1.81,-4.67,1.52,-0.36,-3.55,2.63,-0.8,-3.7,1
2.12,2.56,0.13,-0.83,2.43,0.91,0.91,-5.52,-0.92,-7.69,2.9,1.06,2.59,1.81,-4.67,1.52,-0.36,-3.55,2.63,-0.8,1
-1.85,2.12,2.56,0.13,-0.83,2.43,0.91,0.91,-5.52,-0.92,-7.69,2.9,1.06,2.59,1.81,-4.67,1.52,-0.36,-3.55,2.63,1
-0.76,-1.85,2.12,2.56,0.13,-0.83,2.43,0.91,0.91,-5.52,-0.92,-7.69,2.9,1.06,2.59,1.81,-4.67,1.52,-0.36,-3.55,1
2.7,-0.76,-1.85,2.12,2.56,0.13,-0.83,2.43,0.91,0.91,-5.52,-0.92,-7.69,2.9,1.06,2.59,1.81,-4.67,1.52,-0.36,1
-9.23,2.7,-0.76,-1.85,2.12,2.56,0.13,-0.83,2.43,0.91,0.91,-5.52,-0.92,-7.69,2.9,1.06,2.59,1.81,-4.67,1.52,1
1.25,-9.23,2.7,-0.76,-1.85,2.12,2.56,0.13,-0.83,2.43,0.91,0.91,-5.52,-0.92,-7.69,2.9,1.06,2.59,1.81,-4.67,0
1.87,1.25,-9.23,2.7,-0.76,-1.85,2.12,2.56,0.13,-0.83,2.43,0.91,0.91,-5.52,-0.92,-7.69,2.9,1.06,2.59,1.81,0
2.56,1.87,1.25,-9.23,2.7,-0.76,-1.85,2.12,2.56,0.13,-0.83,2.43,0.91,0.91,-5.52,-0.92,-7.69,2.9,1.06,2.59,0
2.9,2.56,1.87,1.25,-9.23,2.7,-0.76,-1.85,2.12,2.56,0.13,-0.83,2.43,0.91,0.91,-5.52,-0.92,-7.69,2.9,1.06,0
5.26,2.9,2.56,1.87,1.25,-9.23,2.7,-0.76,-1.85,2.12,2.56,0.13,-0.83,2.43,0.91,0.91,-5.52,-0.92,-7.69,2.9,0
-3.34,5.26,2.9,2.56,1.87,1.25,-9.23,2.7,-0.76,-1.85,2.12,2.56,0.13,-0.83,2.43,0.91,0.91,-5.52,-0.92,-7.69,0
2.38,-3.34,5.26,2.9,2.56,1.87,1.25,-9.23,2.7,-0.76,-1.85,2.12,2.56,0.13,-0.83,2.43,0.91,0.91,-5.52,-0.92,0
-2.7,2.38,-3.34,5.26,2.9,2.56,1.87,1.25,-9.23,2.7,-0.76,-1.85,2.12,2.56,0.13,-0.83,2.43,0.91,0.91,-5.52,0
-1.97,-2.7,2.38,-3.34,5.26,2.9,2.56,1.87,1.25,-9.23,2.7,-0.76,-1.85,2.12,2.56,0.13,-0.83,2.43,0.91,0.91,1
0.02,-1.97,-2.7,2.38,-3.34,5.26,2.9,2.56,1.87,1.25,-9.23,2.7,-0.76,-1.85,2.12,2.56,0.13,-0.83,2.43,0.91,1
-6.39,0.02,-1.97,-2.7,2.38,-3.34,5.26,2.9,2.56,1.87,1.25,-9.23,2.7,-0.76,-1.85,2.12,2.56,0.13,-0.83,2.43,1
-3.6,-6.39,0.02,-1.97,-2.7,2.38,-3.34,5.26,2.9,2.56,1.87,1.25,-9.23,2.7,-0.76,-1.85,2.12,2.56,0.13,-0.83,0
2.68,-3.6,-6.39,0.02,-1.97,-2.7,2.38,-3.34,5.26,2.9,2.56,1.87,1.25,-9.23,2.7,-0.76,-1.85,2.12,2.56,0.13,0
-1.96,2.68,-3.6,-6.39,0.02,-1.97,-2.7,2.38,-3.34,5.26,2.9,2.56,1.87,1.25,-9.23,2.7,-0.76,-1.85,2.12,2.56,1
3.64,-1.96,2.68,-3.6,-6.39,0.02,-1.97,-2.7,2.38,-3.34,5.26,2.9,2.56,1.87,1.25,-9.23,2.7,-0.76,-1.85,2.12,1
-0.31,3.64,-1.96,2.68,-3.6,-6.39,0.02,-1.97,-2.7,2.38,-3.34,5.26,2.9,2.56,1.87,1.25,-9.23,2.7,-0.76,-1.85,1
0.36,-0.31,3.64,-1.96,2.68,-3.6,-6.39,0.02,-1.97,-2.7,2.38,-3.34,5.26,2.9,2.56,1.87,1.25,-9.23,2.7,-0.76,1
4,0.36,-0.31,3.64,-1.96,2.68,-3.6,-6.39,0.02,-1.97,-2.7,2.38,-3.34,5.26,2.9,2.56,1.87,1.25,-9.23,2.7,1
0.86,4,0.36,-0.31,3.64,-1.96,2.68,-3.6,-6.39,0.02,-1.97,-2.7,2.38,-3.34,5.26,2.9,2.56,1.87,1.25,-9.23,0
1.55,0.86,4,0.36,-0.31,3.64,-1.96,2.68,-3.6,-6.39,0.02,-1.97,-2.7,2.38,-3.34,5.26,2.9,2.56,1.87,1.25,1
-1.61,1.55,0.86,4,0.36,-0.31,3.64,-1.96,2.68,-3.6,-6.39,0.02,-1.97,-2.7,2.38,-3.34,5.26,2.9,2.56,1.87,1
-9.14,-1.61,1.55,0.86,4,0.36,-0.31,3.64,-1.96,2.68,-3.6,-6.39,0.02,-1.97,-2.7,2.38,-3.34,5.26,2.9,2.56,0
4.2,-9.14,-1.61,1.55,0.86,4,0.36,-0.31,3.64,-1.96,2.68,-3.6,-6.39,0.02,-1.97,-2.7,2.38,-3.34,5.26,2.9,0
6.34,4.2,-9.14,-1.61,1.55,0.86,4,0.36,-0.31,3.64,-1.96,2.68,-3.6,-6.39,0.02,-1.97,-2.7,2.38,-3.34,5.26,0
1.81,6.34,4.2,-9.14,-1.61,1.55,0.86,4,0.36,-0.31,3.64,-1.96,2.68,-3.6,-6.39,0.02,-1.97,-2.7,2.38,-3.34,0
2.78,1.81,6.34,4.2,-9.14,-1.61,1.55,0.86,4,0.36,-0.31,3.64,-1.96,2.68,-3.6,-6.39,0.02,-1.97,-2.7,2.38,0
-0.15,2.78,1.81,6.34,4.2,-9.14,-1.61,1.55,0.86,4,0.36,-0.31,3.64,-1.96,2.68,-3.6,-6.39,0.02,-1.97,-2.7,1
-2.99,-0.15,2.78,1.81,6.34,4.2,-9.14,-1.61,1.55,0.86,4,0.36,-0.31,3.64,-1.96,2.68,-3.6,-6.39,0.02,-1.97,1
-4.72,-2.99,-0.15,2.78,1.81,6.34,4.2,-9.14,-1.61,1.55,0.86,4,0.36,-0.31,3.64,-1.96,2.68,-3.6,-6.39,0.02,1
-1.29,-4.72,-2.99,-0.15,2.78,1.81,6.34,4.2,-9.14,-1.61,1.55,0.86,4,0.36,-0.31,3.64,-1.96,2.68,-3.6,-6.39,1
5.07,-1.29,-4.72,-2.99,-0.15,2.78,1.81,6.34,4.2,-9.14,-1.61,1.55,0.86,4,0.36,-0.31,3.64,-1.96,2.68,-3.6,1
-3.15,5.07,-1.29,-4.72,-2.99,-0.15,2.78,1.81,6.34,4.2,-9.14,-1.61,1.55,0.86,4,0.36,-0.31,3.64,-1.96,2.68,1
2.17,-3.15,5.07,-1.29,-4.72,-2.99,-0.15,2.78,1.81,6.34,4.2,-9.14,-1.61,1.55,0.86,4,0.36,-0.31,3.64,-1.96,1
-0.04,2.17,-3.15,5.07,-1.29,-4.72,-2.99,-0.15,2.78,1.81,6.34,4.2,-9.14,-1.61,1.55,0.86,4,0.36,-0.31,3.64,1
-0.77,-0.04,2.17,-3.15,5.07,-1.29,-4.72,-2.99,-0.15,2.78,1.81,6.34,4.2,-9.14,-1.61,1.55,0.86,4,0.36,-0.31,1
1.44,-0.77,-0.04,2.17,-3.15,5.07,-1.29,-4.72,-2.99,-0.15,2.78,1.81,6.34,4.2,-9.14,-1.61,1.55,0.86,4,0.36,0
-0.75,1.44,-0.77,-0.04,2.17,-3.15,5.07,-1.29,-4.72,-2.99,-0.15,2.78,1.81,6.34,4.2,-9.14,-1.61,1.55,0.86,4,0
1.11,-0.75,1.44,-0.77,-0.04,2.17,-3.15,5.07,-1.29,-4.72,-2.99,-0.15,2.78,1.81,6.34,4.2,-9.14,-1.61,1.55,0.86,0
1.08,1.11,-0.75,1.44,-0.77,-0.04,2.17,-3.15,5.07,-1.29,-4.72,-2.99,-0.15,2.78,1.81,6.34,4.2,-9.14,-1.61,1.55,0
1.28,1.08,1.11,-0.75,1.44,-0.77,-0.04,2.17,-3.15,5.07,-1.29,-4.72,-2.99,-0.15,2.78,1.81,6.34,4.2,-9.14,-1.61,0
2.48,1.28,1.08,1.11,-0.75,1.44,-0.77,-0.04,2.17,-3.15,5.07,-1.29,-4.72,-2.99,-0.15,2.78,1.81,6.34,4.2,-9.14,0
-0.08,2.48,1.28,1.08,1.11,-0.75,1.44,-0.77,-0.04,2.17,-3.15,5.07,-1.29,-4.72,-2.99,-0.15,2.78,1.81,6.34,4.2,0
0.56,-0.08,2.48,1.28,1.08,1.11,-0.75,1.44,-0.77,-0.04,2.17,-3.15,5.07,-1.29,-4.72,-2.99,-0.15,2.78,1.81,6.34,0
-0.58,0.56,-0.08,2.48,1.28,1.08,1.11,-0.75,1.44,-0.77,-0.04,2.17,-3.15,5.07,-1.29,-4.72,-2.99,-0.15,2.78,1.81,0
-3.34,-0.58,0.56,-0.08,2.48,1.28,1.08,1.11,-0.75,1.44,-0.77,-0.04,2.17,-3.15,5.07,-1.29,-4.72,-2.99,-0.15,2.78,0
-4.04,-3.34,-0.58,0.56,-0.08,2.48,1.28,1.08,1.11,-0.75,1.44,-0.77,-0.04,2.17,-3.15,5.07,-1.29,-4.72,-2.99,-0.15,0
1.5,-4.04,-3.34,-0.58,0.56,-0.08,2.48,1.28,1.08,1.11,-0.75,1.44,-0.77,-0.04,2.17,-3.15,5.07,-1.29,-4.72,-2.99,0
0.63,1.5,-4.04,-3.34,-0.58,0.56,-0.08,2.48,1.28,1.08,1.11,-0.75,1.44,-0.77,-0.04,2.17,-3.15,5.07,-1.29,-4.72,1
-0.45,0.63,1.5,-4.04,-3.34,-0.58,0.56,-0.08,2.48,1.28,1.08,1.11,-0.75,1.44,-0.77,-0.04,2.17,-3.15,5.07,-1.29,0
-4.47,-0.45,0.63,1.5,-4.04,-3.34,-0.58,0.56,-0.08,2.48,1.28,1.08,1.11,-0.75,1.44,-0.77,-0.04,2.17,-3.15,5.07,1
1.03,-4.47,-0.45,0.63,1.5,-4.04,-3.34,-0.58,0.56,-0.08,2.48,1.28,1.08,1.11,-0.75,1.44,-0.77,-0.04,2.17,-3.15,1
-4.63,1.03,-4.47,-0.45,0.63,1.5,-4.04,-3.34,-0.58,0.56,-0.08,2.48,1.28,1.08,1.11,-0.75,1.44,-0.77,-0.04,2.17,0
-1.84,-4.63,1.03,-4.47,-0.45,0.63,1.5,-4.04,-3.34,-0.58,0.56,-0.08,2.48,1.28,1.08,1.11,-0.75,1.44,-0.77,-0.04,0
2.87,-1.84,-4.63,1.03,-4.47,-0.45,0.63,1.5,-4.04,-3.34,-0.58,0.56,-0.08,2.48,1.28,1.08,1.11,-0.75,1.44,-0.77,0
0.59,2.87,-1.84,-4.63,1.03,-4.47,-0.45,0.63,1.5,-4.04,-3.34,-0.58,0.56,-0.08,2.48,1.28,1.08,1.11,-0.75,1.44,0
2.9,0.59,2.87,-1.84,-4.63,1.03,-4.47,-0.45,0.63,1.5,-4.04,-3.34,-0.58,0.56,-0.08,2.48,1.28,1.08,1.11,-0.75,0
0.4,2.9,0.59,2.87,-1.84,-4.63,1.03,-4.47,-0.45,0.63,1.5,-4.04,-3.34,-0.58,0.56,-0.08,2.48,1.28,1.08,1.11,0
-1.13,0.4,2.9,0.59,2.87,-1.84,-4.63,1.03,-4.47,-0.45,0.63,1.5,-4.04,-3.34,-0.58,0.56,-0.08,2.48,1.28,1.08,0
-3.03,-1.13,0.4,2.9,0.59,2.87,-1.84,-4.63,1.03,-4.47,-0.45,0.63,1.5,-4.04,-3.34,-0.58,0.56,-0.08,2.48,1.28,1
0.34,-3.03,-1.13,0.4,2.9,0.59,2.87,-1.84,-4.63,1.03,-4.47,-0.45,0.63,1.5,-4.04,-3.34,-0.58,0.56,-0.08,2.48,0
-1.39,0.34,-3.03,-1.13,0.4,2.9,0.59,2.87,-1.84,-4.63,1.03,-4.47,-0.45,0.63,1.5,-4.04,-3.34,-0.58,0.56,-0.08,0
-0.75,-1.39,0.34,-3.03,-1.13,0.4,2.9,0.59,2.87,-1.84,-4.63,1.03,-4.47,-0.45,0.63,1.5,-4.04,-3.34,-0.58,0.56,1
0.83,-0.75,-1.39,0.34,-3.03,-1.13,0.4,2.9,0.59,2.87,-1.84,-4.63,1.03,-4.47,-0.45,0.63,1.5,-4.04,-3.34,-0.58,0
0.4,0.83,-0.75,-1.39,0.34,-3.03,-1.13,0.4,2.9,0.59,2.87,-1.84,-4.63,1.03,-4.47,-0.45,0.63,1.5,-4.04,-3.34,0
2.35,0.4,0.83,-0.75,-1.39,0.34,-3.03,-1.13,0.4,2.9,0.59,2.87,-1.84,-4.63,1.03,-4.47,-0.45,0.63,1.5,-4.04,0
0.11,2.35,0.4,0.83,-0.75,-1.39,0.34,-3.03,-1.13,0.4,2.9,0.59,2.87,-1.84,-4.63,1.03,-4.47,-0.45,0.63,1.5,0
-3.33,0.11,2.35,0.4,0.83,-0.75,-1.39,0.34,-3.03,-1.13,0.4,2.9,0.59,2.87,-1.84,-4.63,1.03,-4.47,-0.45,0.63,0
0.51,-3.33,0.11,2.35,0.4,0.83,-0.75,-1.39,0.34,-3.03,-1.13,0.4,2.9,0.59,2.87,-1.84,-4.63,1.03,-4.47,-0.45,1
2.3,0.51,-3.33,0.11,2.35,0.4,0.83,-0.75,-1.39,0.34,-3.03,-1.13,0.4,2.9,0.59,2.87,-1.84,-4.63,1.03,-4.47,1
-4.12,2.3,0.51,-3.33,0.11,2.35,0.4,0.83,-0.75,-1.39,0.34,-3.03,-1.13,0.4,2.9,0.59,2.87,-1.84,-4.63,1.03,0
-0.14,-4.12,2.3,0.51,-3.33,0.11,2.35,0.4,0.83,-0.75,-1.39,0.34,-3.03,-1.13,0.4,2.9,0.59,2.87,-1.84,-4.63,1
2.48,-0.14,-4.12,2.3,0.51,-3.33,0.11,2.35,0.4,0.83,-0.75,-1.39,0.34,-3.03,-1.13,0.4,2.9,0.59,2.87,-1.84,1
-4.34,2.48,-0.14,-4.12,2.3,0.51,-3.33,0.11,2.35,0.4,0.83,-0.75,-1.39,0.34,-3.03,-1.13,0.4,2.9,0.59,2.87,1
-2.56,-4.34,2.48,-0.14,-4.12,2.3,0.51,-3.33,0.11,2.35,0.4,0.83,-0.75,-1.39,0.34,-3.03,-1.13,0.4,2.9,0.59,1
1.48,-2.56,-4.34,2.48,-0.14,-4.12,2.3,0.51,-3.33,0.11,2.35,0.4,0.83,-0.75,-1.39,0.34,-3.03,-1.13,0.4,2.9,1
2.85,1.48,-2.56,-4.34,2.48,-0.14,-4.12,2.3,0.51,-3.33,0.11,2.35,0.4,0.83,-0.75,-1.39,0.34,-3.03,-1.13,0.4,1
